abbey {1>a|b>bb|i0>ey
pork p>p|O1>o|r>r|k>k
porpoise p>p|O1>o|r>r|p>p|V0>o|s>ise
porridge p>p|O1>o|r>rr|I0>i|dZ>dge
port p>p|O1>o|r>r|t>t
portal p>p|O1>o|r>r|t>t|V0>a|l>l
porter p>p|O1>o|r>r|t>t|r=0>er
portion p>p|O1>o|r>r|S>ti|V0>o|n>n
portland p>p|O1>o|r>r|t>t|l>l|V0>a|n>n|d>d
portrait p>p|O1>o|r>r|t>t|r>r|V0>ai|t>t
portugal p>p|O1>o|r>r|tS>t|V0>u|g>g|V0>a|l>l
position p>p|V0>o|z>s|I1>i|S>ti|V0>o|n>n
possibility p>p|A2>o|s>ss|I0>i|b>b|I1>i|l>l|I0>i|t>t|i0>y
possum p>p|A1>o|s>ss|V0>u|m>m
post p>p|@U1>o|s>s|t>t
postbox p>p|@U1>o|s>s|t>t|b>b|A2>o|k;s>x
poster p>p|@U1>o|s>s|t>t|r=0>er
postman p>p|@U1>o|s>s|t>t|m>m|V0>a|n>n
postoffice p>p|@U1>o|s>s|t>t|O2>o|f>ff|I0>i|s>ce
pot p>p|A1>o|t>t
potassium p>p|V0>o|t>t|{1>a|s>ss|i0>i|V0>u|m>m
potato p>p|V0>o|t>t|EI1>a|t>t|@U2>o
potential p>p|V0>o|t>t|E1>e|n>n|S>ti|V0>a|l>l
potion p>p|@U1>o|S>ti|V0>o|n>n
potter p>p|A1>o|t>tt|r=0>er
pottery p>p|A1>o|t>tt|r=0>er|i0>y
pouch p>p|aU1>ou|tS>ch
pound p>p|aU1>ou|n>n|d>d
poverty p>p|A1>o|v>v|r=0>er|t>t|i0>y
powder p>p|aU1>ow|d>d|r=0>er
power p>p|aU1>ow|r=0>er
powerplant p>p|aU1>ow|r=0>er|p>p|l>l|{2>a|n>n|t>t
powerstation p>p|aU1>ow|r=0>er|s>s|t>t|EI2>a|S>ti|V0>o|n>n
practice p>p|r>r|{1>a|k>c|t>t|I0>i|s>ce
prairie p>p|r>r|E1>ai|r>r|i0>ie
pram p>p|r>r|{1>a|m>m
prawn p>p|r>r|O1>aw|n>n
prayer p>p|r>r|EI1>ay|r=0>er
preacher p>p|r>r|i1>ea|tS>ch|r=0>er
presence p>p|r>r|E1>e|z>s|E0>e|n>n|s>ce
president p>p|r>r|E1>e|z>s|I0>i|d>d|E0>e|n>n|t>t
press p>p|r>r|E1>e|s>ss
pressure p>p|r>r|E1>e|S>ss|r=0>ure
prey p>p|r>r|EI1>ey
price p>p|r>r|AI1>i|s>ce
pride p>p|r>r|AI1>i|d>de
priest p>p|r>r|i1>ie|s>s|t>t
primer p>p|r>r|AI1>i|m>m|r=0>er
prince p>p|r>r|I1>i|n>n|s>ce
princess p>p|r>r|I1>i|n>n|s>c|E0>e|s>ss
princeton p>p|r>r|I1>i|n>n|s>ce|t>t|V0>o|n>n
principal p>p|r>r|I1>i|n>n|s>c|I0>i|p>p|V0>a|l>l
principle p>p|r>r|I1>i|n>n|s>c|I0>i|p>p|V0;l>le
print p>p|r>r|I1>i|n>n|t>t
printer p>p|r>r|I1>i|n>n|t>t|r=0>er
prison p>p|r>r|I1>i|z>s|V0>o|n>n
prisoner p>p|r>r|I1>i|z>s|V0>o|n>n|r=0>er
prize p>p|r>r|AI1>i|z>ze
pro p>p|r>r|@U1>o
probe p>p|r>r|@U1>o|b>be
problem p>p|r>r|A1>o|b>b|l>l|E0>e|m>m
procedure p>p|r>r|@U0>o|s>c|i1>e|dZ>d|r=0>ure
process p>p|r>r|A1>o|s>c|E2>e|s>ss
processing p>p|r>r|A1>o|s>c|E0>e|s>ss|I0>i|N>ng
producer p>p|r>r|V0>o|d>d|u1>u|s>c|r=0>er
product p>p|r>r|A1>o|d>d|V0>u|k>c|t>t
production p>p|r>r|V0>o|d>d|V1>u|k>c|S>ti|V0>o|n>n
professional p>p|r>r|V0>o|f>f|E1>e|S>ssi|V0>o|n>n|V0>a|l>l
professor p>p|r>r|V0>o|f>f|E1>e|s>ss|r=0>or
profile p>p|r>r|@U1>o|f>f|AI2>i|l>le
profit p>p|r>r|A1>o|f>f|I0>i|t>t
program p>p|r>r|@U1>o|g>g|r>r|{2>a|m>m
progress p>p|r>r|V0>o|g>g|r>r|E1>e|s>ss
project p>p|r>r|V0>o|dZ>j|E1>e|k>c|t>t
projectile p>p|r>r|V0>o|dZ>j|E1>e|k>c|t>t|I0>i|l>le
promise p>p|r>r|A1>o|m>m|I0>i|s>se
proof p>p|r>r|u1>oo|f>f
prop p>p|r>r|A1>o|p>p
property p>p|r>r|A1>o|p>p|r=0>er|t>t|i0>y
prophecy p>p|r>r|A1>o|f>ph|E0>e|s>c|i0>y
prophet p>p|r>r|A1>o|f>ph|E0>e|t>t
prose p>p|r>r|@U1>o|z>se
protection p>p|r>r|V0>o|t>t|E1>e|k>c|S>ti|V0>o|n>n
protein p>p|r>r|@U1>o|t>te|i2>i|n>n
province p>p|r>r|A1>o|v>v|I0>i|n>n|s>ce
psychology s>ps|AI0>y|k>ch|A1>o|l>l|V0>o|dZ>g|i0>y
pterodactyl p>p|t>t|E2>e|r>r|O0>o|d>d|V1>a|k>c|t>t|I0>y|l>l
pterosaur p>p|t>t|E2>e|r>r|O0>o|s>s|O1>au|r>r
pterosaurus p>p|t>t|E2>e|r>r|O0>o|s>s|O1>au|r>r|V0>u|s>s
pub p>p|V1>u|b>b
public p>p|V1>u|b>b|l>l|I0>i|k>c
puddle p>p|V1>u|d>dd|V0;l>le
pull p>p|U1>u|l>ll
pulse p>p|V1>u|l>l|s>se
puma p>p|u1>u|m>m|V0>a
pump p>p|V1>u|m>m|p>p
pumpkin p>p|V1>u|m>m|p>p|k>k|I0>i|n>n
punch p>p|V1>u|n>n|tS>ch
punjab p>p|V1>u|n>n|dZ>j|{2>a|b>b
pupil p>p|j;u1>u|p>p|I0>i|l>l
puppet p>p|V1>u|p>pp|E0>e|t>t
puppy p>p|V1>u|p>pp|i0>y
purchase p>p|r=1>ur|tS>ch|V0>a|s>se
purpose p>p|r=1>ur|p>p|V0>o|s>se
purse p>p|r=1>ur|s>se
pushchair p>p|u1>u|S>sh|tS>ch|E2>ai|r>r
pushpin p>p|u1>u|S>sh|p>p|I2>i|n>n
puzzle p>p|V1>u|z>zz|V0;l>le
pyramid p>p|I1>y|r>r|V0>a|m>m|I0>i|d>d
python p>p|AI1>y|T>th|A0>o|n>n
quality k>q|w>u|A1>a|l>l|I0>i|t>t|i0>y
quarrel k>q|w>u|O1>a|r>rr|E0>e|l>l
quart k>q|w>u|O1>a|r>r|t>t
quarter k>qu|O1>a|r>r|t>t|r=0>er
quartz k>q|w>u|O1>a|r>r|t>t|s>z
quebec k>q|w>u|E0>e|b>b|E1>e|k>c
queen k>q|w>u|i1>ee|n>n
query k>q|w>u|i1>e|r>r|i0>y
question k>q|w>u|E1>e|s>s|tS>ti|V0>o|n>n
quill k>q|w>u|I1>i|l>ll
quilt k>q|w>u|I1>i|l>l|t>t
quiver k>q|w>u|I1>i|v>v|r=0>er
quran k>q|O0>u|r>r|A1>a|n>n
rabbi r>r|{1>a|b>bb|AI2>i
rabbit r>r|{1>a|b>bb|I0>i|t>t
raccoon r>r|{0>a|k>cc|u1>oo|n>n
race r>r|EI1>a|s>ce
racecar r>r|EI1>a|s>ce|k>c|A2>a|r>r
rachel r>r|EI1>a|tS>ch|E0>e|l>l
racing r>r|EI1>a|s>c|I0>i|N>ng
racingcar r>r|EI1>a|s>c|I0>i|N>ng|k>c|A1>a|r>r
rack r>r|{1>a|k>ck
racket r>r|{1>a|k>ck|I0>e|t>t
radar r>r|EI1>a|d>d|A2>a|r>r
radiation r>r|EI2>a|d>d|i0>i|EI1>a|S>ti|V0>o|n>n
radical r>r|{1>a|d>d|I0>i|k>c|V0>a|l>l
radio r>r|EI1>a|d>d|i0>i|@U2>o
radish r>r|{1>a|d>d|I0>i|S>sh
radius r>r|EI1>a|d>d|i0>i|V0>u|s>s
raft r>r|{1>a|f>f|t>t
rag r>r|{1>a|g>g
rail r>r|EI1>ai|l>l
railroad r>r|EI1>ai|l>l|r>r|@U2>oa|d>d
railway r>r|EI1>ai|l>l|w>w|EI2>ay
rain r>r|EI1>ai|n>n
rainbow r>r|EI1>ai|n>n|b>b|@U2>ow
raincoat r>r|EI1>ai|n>n|k>c|@U2>oa|t>t
rainfall r>r|EI1>ai|n>n|f>f|O2>a|l>ll
rainforest r>r|AI1>ai|n>n|f>f|O2>o|r>r|E0>e|s>s|t>t
raisin r>r|EI1>ai|z>s|I0>i|n>n
rake r>r|EI1>a|k>ke
ralph r>r|{1>a|l>l|f>ph
ram r>r|{1>a|m>m
ramen r>r|A1>a|m>m|E1>e|n>n
ramp r>r|{1>a|m>m|p>p
ranch r>r|{1>a|n>n|tS>ch
rand r>r|{1>a|n>n|d>d
range r>r|EI1>a|n>n|dZ>ge
rank r>r|{1>a|n>n|k>k
rap r>r|{1>a|p>p
rapper r>r|{1>a|p>pp|r=0>er
raptor r>r|{1>a|p>p|t>t|r=0>or
raspberry r>r|A1>a|s>s|p>p|b>b|E0>e|r>rr|i0>y
rat r>r|{1>a|t>t
rate r>r|EI1>a|t>te
ratio r>r|EI1>a|S>t|i0>i|@U2>o
raven r>r|EI1>a|v>v|E0>e|n>n
ravioli r>r|{2>a|v>v|i0>i|@U1>o|l>l|i0>i
ray r>r|EI1>ay
raymond r>r|EI1>ay|m>m|V0>o|n>n|d>d
reaction r>r|i0>e|{1>a|k>c|S>ti|V0>o|n>n
reactor r>r|i0>e|{1>a|k>c|t>t|r=0>or
reader r>r|i1>ea|d>d|r=0>er
reading r>r|i1>ea|d>d|I0>i|N>ng
reagan r>r|i1>ea|g>g|V0>a|n>n
reality r>r|i0>e|{1>a|l>l|I0>i|t>t|i0>y
realm r>r|E1>ea|l>l|m>m
rear r>r|I1>ea|r>r
reason r>r|i1>ea|z>s|V0>o|n>n
rebecca r>r|E0>e|b>b|E1>e|k>cc|V0>a
rebel r>r|E1>e|b>b|E0>e|l>l
rebellion r>r|I0>e|b>b|E1>e|l>ll|j>i|V0>o|n>n
receipt r>r|I0>e|s>ce|i1>i|t>pt
reception r>r|I0>e|s>c|E1>e|p>p|S>ti|V0>o|n>n
recipe r>r|E1>e|s>c|I0>i|p>p|i0>e
record r>r|I0>e|k>c|O1>o|r>r|d>d
recorder r>r|I0>e|k>c|O1>o|r>r|d>d|r=0>er
recycle r>r|i0>e|s>c|AI1>y|k>c|V0;l>le
recycling r>r|i0>e|s>c|AI1>y|k>c|l>l|I0>i|N>ng
recyclingbin r>r|i0>e|s>c|AI1>y|k>c|l>l|I0>i|N>ng|b>b|I1>i|n>n
reduction r>r|E0>e|d>d|V1>u|k>c|S>ti|V0>o|n>n
reed r>r|i1>ee|d>d
reef r>r|i1>ee|f>f
reel r>r|i1>ee|l>l
ref r>r|E1>e|f>f
referee r>r|E2>e|f>f|r=0>er|i1>ee
reference r>r|E1>e|f>f|r=0>er|E0>e|n>n|s>ce
reflex r>r|i1>e|f>f|l>l|E0>e|k;s>x
reform r>r|E0>e|f>f|O1>o|r>r|m>m
refrigerator r>r|E0>e|f>f|r>r|I1>i|dZ>g|r=0>er|EI2>a|t>t|r=0>or
refugee r>r|E1>e|f>f|j;u0>u|dZ>ge|i0>e
refuse r>r|i0>e|f>f|j;u1>u|z>se
regime r>r|EI0>e|Z>g|i1>i|m>me
region r>r|i1>e|dZ>gi|V0>o|n>n
reign r>r|EI1>eig|n>n
reindeer r>r|EI1>ei|n>n|d>d|I2>ee|r>r
relation r>r|i0>e|l>l|EI1>a|S>ti|V0>o|n>n
relationship r>r|i0>e|l>l|EI1>a|S>ti|V0>o|n>n|S>sh|I2>i|p>p
release r>r|i0>e|l>l|i1>ea|s>se
relief r>r|I0>e|l>l|i1>ie|f>f
religion r>r|I0>e|l>l|I1>i|dZ>gi|V0>o|n>n
remedy r>r|E1>e|m>m|E0>e|d>d|i0>y
reminder r>r|i0>e|m>m|AI1>i|n>n|d>d|r=0>er
remote r>r|i1>e|m>m|@U1>o|t>te
remotecontrol r>r|i1>e|m>m|@U1>o|t>te|k>c|V0>o|n>n|t>t|r>r|@U1>o|l>l
rent r>r|E1>e|n>n|t>t
rental r>r|E1>e|n>n|t>t|V0>a|l>l
repair r>r|I0>e|p>p|E1>ai|r>r
reply r>r|I0>e|p>p|l>l|AI1>y
report r>r|I0>e|p>p|O1>o|r>r|t>t
reporter r>r|I0>e|p>p|O1>o|r>r|t>t|r=0>er
reptile r>r|E1>e|p>p|t>t|AI0>i|l>le
republic r>r|i0>e|p>p|V1>u|b>b|l>l|I0>i|k>c
request r>r|I0>e|k>q|w>u|E1>e|s>s|t>t
rescue r>r|E1>e|s>s|k>c|j;u0>ue
research r>r|i1>e|s>s|r=0>ear|tS>ch
researcher r>r|i1>e|s>s|r=0>ear|tS>ch|r=0>er
reserve r>r|i0>e|z>s|r=1>er|v>ve
reservoir r>r|E1>e|z>s|r=0>er|v>v|w>o|A2>i|r>r
resistance r>r|i0>e|z>s|I1>i|s>s|t>t|V0>a|n>n|s>ce
resolution r>r|E2>e|z>s|V0>o|l>l|u1>u|S>ti|V0>o|n>n
resource r>r|i1>e|s>s|O0>ou|r>r|s>ce
respect r>r|I0>e|s>s|p>p|E1>e|k>c|t>t
response r>r|I0>e|s>s|p>p|A1>o|n>n|s>se
responsibility r>r|i0>e|s>s|p>p|A2>o|n>n|s>s|I0>i|b>b|I1>i|l>l|I0>i|t>t|i0>y
rest r>r|E1>e|s>s|t>t
restaurant r>r|E1>e|s>s|t>t|r=0>aur|A2>a|n>n|t>t
restroom r>r|E1>e|s>s|t>t|r>r|u2>oo|m>m
result r>r|i0>e|z>s|V1>u|l>l|t>t
resume r>r|i0>e|z>s|u1>u|m>me
retina r>r|E1>e|t>t|I0>i|n>n|V0>a
return r>r|I0>e|t>t|r=1>ur|n>n
revenge r>r|i0>e|v>v|E1>e|n>n|dZ>ge
revenue r>r|E1>e|v>v|E0>e|n>n|j;u2>ue
review r>r|i2>e|v>v|j>i|u1>ew
revolution r>r|E2>e|v>v|V0>o|l>l|u1>u|S>ti|V0>o|n>n
revolver r>r|I0>e|v>v|A1>o|l>l|v>v|r=0>er
reward r>r|i0>e|w>w|O1>a|r>r|d>d
rex r>r|E1>e|k;s>x
rhino r>rh|AI1>i|n>n|@U2>o
rhinoceros r>rh|AI0>i|n>n|A1>o|s>c|r=0>er|V0>o|s>s
rhyme r>rh|AI1>y|m>me
rhythm r>rh|I1>y|D>th|V0;m>m
rib r>r|I1>i|b>b
ribbon r>r|I1>i|b>bb|V0>o|n>n
rice r>r|AI1>i|s>ce
richard r>r|I1>i|tS>ch|r=0>ar|d>d
richmond r>r|I1>i|tS>ch|m>m|V0>o|n>n|d>d
rick r>r|I1>i|k>ck
rico r>r|i1>i|k>c|@U0>o
ride r>r|AI1>i|d>de
rider r>r|AI1>i|d>d|r=0>er
ridge r>r|I1>i|dZ>dge
rifle r>r|AI1>i|f>f|V0;l>le
rift r>r|I1>i|f>f|t>t
rig r>r|I1>i|g>g
right r>r|AI1>igh|t>t
rim r>r|I1>i|m>m
ring r>r|I1>i|N>ng
rink r>r|I1>i|n>n|k>k
rio r>r|i1>i|@U0>o
rise r>r|AI1>i|z>se
risk r>r|I1>i|s>s|k>k
ritual r>r|I1>i|tS>t|u0>u|V0>a|l>l
river r>r|I1>i|v>v|r=0>er
roach r>r|@U1>oa|tS>ch
road r>r|@U1>oa|d>d
roar r>r|O1>oa|r>r
rob r>r|A1>o|b>b
robber r>r|A1>o|b>bb|r=0>er
robe r>r|@U1>o|b>be
robert r>r|A1>o|b>b|r=0>er|t>t
robin r>r|A1>o|b>b|I0>i|n>n
robinson r>r|A1>o|b>b|I0>i|n>n|s>s|V0>o|n>n
robot r>r|@U1>o|b>b|V2>o|t>t
rock r>r|A1>o|k>ck
rocket r>r|A1>o|k>ck|E0>e|t>t
rocketman r>r|A1>o|k>ck|E0>e|t>t|m>m|{2>a|n>n
rocketship r>r|A1>o|k>ck|E0>e|t>t|S>sh|I2>i|p>p
rod r>r|A1>o|d>d
rodent r>r|@U1>o|d>d|E0>e|n>n|t>t
roger r>r|A1>o|dZ>g|r=0>er
roland r>r|@U1>o|l>l|V0>a|n>n|d>d
role r>r|@U1>o|l>le
roll r>r|@U1>o|l>ll
roller r>r|@U1>o|l>ll|r=0>er
rollerblade r>r|@U1>o|l>ll|r=0>er|b>b|l>l|EI2>a|d>de
rollercoaster r>r|@U1>o|l>ll|r=0>er|k>c|@U2>oa|s>s|t>t|r=0>er
rollerskate r>r|@U1>o|l>ll|r=0>er|s>s|k>k|EI2>a|t>te
rollingpin r>r|@U1>o|l>ll|I1>i|N>ng|p>p|I1>i|n>n
rome r>r|@U1>o|m>me
ron r>r|A1>o|n>n
ronald r>r|A1>o|n>n|V0>a|l>l|d>d
roof r>r|u1>oo|f>f
room r>r|u1>oo|m>m
roosevelt r>r|u1>oo|z>s|E0>e|v>v|E2>e|l>l|t>t
rooster r>r|u1>oo|s>s|t>t|r=0>er
root r>r|u1>oo|t>t
rope r>r|@U1>o|p>pe
rose r>r|@U1>o|z>se
rosebush r>r|@U1>o|z>se|b>b|U2>u|S>sh
ross r>r|A1>o|s>ss
rotor r>r|@U1>o|t>t|r=0>or
round r>r|aU1>ou|n>n|d>d
route r>r|aU1>ou|t>te
rover r>r|@U1>o|v>v|r=0>er
row r>r|@U1>ow
rowboat r>r|@U1>ow|b>b|@U2>oa|t>t
roy r>r|OI1>oy
rub r>r|V1>u|b>b
rubber r>r|V1>u|b>bb|r=0>er
rubbish r>r|V1>u|b>bb|I0>i|S>sh
ruby r>r|u1>u|b>b|i0>y
rug r>r|V1>u|g>g
rugby r>r|V1>u|g>g|b>b|i0>y
rugger r>r|V1>u|g>gg|r=0>er
ruin r>r|u1>u|I0>i|n>n
rule r>r|u1>u|l>le
ruler r>r|u1>u|l>l|r=0>er
ruminant r>r|u1>u|m>m|I0>i|n>n|V0>a|n>n|t>t
rumor r>r|u1>u|m>m|r=0>or
run r>r|V1>u|n>n
runway r>r|V1>u|n>n|w>w|EI2>ay
rush r>r|V1>u|S>sh
russell r>r|V1>u|s>ss|E0>e|l>ll
russia r>r|V1>u|S>ssi|V0>a
rust r>r|V1>u|s>s|t>t
ruth r>r|u1>u|T>th
rv A1;r>r|v;i1>v
ryan r>r|AI1>y|V0>a|n>n
sable s>s|EI1>a|b>b|V0;l>le
sabre s>s|EI1>a|b>b|r=0>re
sack s>s|{1>a|k>ck
saddle s>s|{1>a|d>dd|V0;l>le
safe s>s|EI1>a|f>fe
safety s>s|EI1>a|f>fe|t>t|i0>y
saga s>s|A1>a|g>g|V0>a
sage s>s|EI1>a|dZ>ge
sail s>s|EI1>ai|l>l
sailboat s>s|EI1>ai|l>l|b>b|@U2>oa|t>t
sailor s>s|EI1>ai|l>l|r=0>or
sailship s>s|EI1>ai|l>l|S>sh|I2>i|p>p
saint s>s|EI1>ai|n>n|t>t
salad s>s|{1>a|l>l|V0>a|d>d
salamander s>s|{2>a|l>l|V0>a|m>m|{1>a|n>n|d>d|r=0>er
salami s>s|V0>a|l>l|A1>a|m>m|i0>i
salary s>s|{1>a|l>l|r=0>ar|i0>y
sale s>s|EI1>a|l>le
salem s>s|EI1>a|l>l|E0>e|m>m
salesman s>s|EI1>a|l>l|z>es|m>m|V0>a|n>n
sally s>s|{1>a|l>ll|i0>y
salmon s>s|{1>al|m>m|V0>o|n>n
salon s>s|V0>a|l>l|A1>o|n>n
salt s>s|O1>a|l>l|t>t
sam s>s|{1>a|m>m
sample s>s|{1>a|m>m|p>p|V0;l>le
samuel s>s|{1>a|m>m|j;u0>ue|l>l
samurai s>s|{1>a|m>m|r=0>ur|AI2>ai
sanctuary s>s|{1>a|n>n|k>c|tS>t|u0>u|E2>a|r>r|i0>y
sand s>s|{1>a|n>n|d>d
sandal s>s|{1>a|n>n|d>d|V0>a|l>l
sandals s>s|{1>a|n>n|d>d|V0>a|l>l|s>s
sandbox s>s|{1>a|n>n|d>d|b>b|A2>o|k;s>x
sandcastle s>s|{1>a|n>n|d>d|k>c|{2>a|s>st|V0;l>le
sandwich s>s|{1>a|n>n|d>d|w>w|I0>i|tS>ch
santa s>s|{1>a|n>n|t>t|V0>a
sap s>s|{1>a|p>p
sara s>s|E1>a|r>r|V0>a
sarah s>s|E1>a|r>r|V0>ah
sardine s>s|A0>a|r>r|d>d|i1>i|n>ne
satellite s>s|{1>a|t>t|E0>e|l>ll|AI2>i|t>te
saturday s>s|{1>a|t>t|r=0>ur|d>d|EI0>ay
saturn s>s|{1>a|t>t|r=0>ur|n>n
sauce s>s|O1>au|s>ce
saucepan s>s|O1>au|s>ce|p>p|{2>a|n>n
saucer s>s|O1>au|s>c|r=0>er
saudi s>s|O1>au|d>d|i0>i
saul s>s|O1>au|l>l
sausage s>s|O1>au|s>s|V0>a|dZ>ge
saw s>s|O1>aw
sax s>s|{1>a|k;s>x
saxophone s>s|{1>a|k;s>x|V0>o|f>ph|@U2>o|n>ne
scaffold s>s|k>c|{1>a|f>ff|V0>o|l>l|d>d
scaffolding s>s|k>c|{1>a|f>ff|V0>o|l>l|d>d|I0>i|N>ng
scale s>s|k>c|EI1>a|l>le
scallop s>s|k>c|{1>a|l>ll|V0>o|p>p
scan s>s|k>c|{1>a|n>n
scar s>s|k>c|A1>a|r>r
scarab s>s|k>c|{1>a|r>r|V0>a|b>b
scarabaeus s>s|k>c|{1>a|r>r|V0>a|b>b|EI0>ae|V0>u|s>s
scarecrow s>s|k>c|{1>a|r>re|k>c|r>r|@U0>ow
scared s>s|k>c|E1>a|r>r|d>ed
scarf s>s|k>c|A1>a|r>r|f>f
scenario s>sc|I0>e|n>n|E1>a|r>r|i0>i|@U0>o
scene s>sc|i1>e|n>ne
scenery s>sc|i1>e|n>n|r=0>er|i0>y
scent s>sc|E1>e|n>n|t>t
schedule s>s|k>ch|E1>e|dZ>d|u0>u|l>le
scheme s>s|k>ch|i1>e|m>me
schmidt S>sch|m>m|I1>i|t>dt
scholar s>s|k>ch|A1>o|l>l|r=0>ar
scholarship s>s|k>ch|A1>o|l>l|r=0>ar|S>sh|I2>i|p>p
school s>s|k>ch|u1>oo|l>l
schoolwork s>s|k>ch|u1>oo|l>l|w>w|r=2>or|k>k
schooner s>s|k>ch|u1>oo|n>n|r=0>er
science s>sc|AI1>i|E0>e|n>n|s>ce
scientist s>sc|AI1>i|E0>e|n>n|t>t|I0>i|s>s|t>t
scifi s>sc|AI1>i|f>f|AI1>i
scimitar s>sc|i1>i|m>m|i0>i|t>t|r=0>ar
scissors s>sc|I1>i|z>ss|r=0>or|z>s
scooter s>s|k>c|u1>oo|t>t|r=0>er
scope s>s|k>c|@U1>o|p>pe
score s>s|k>c|O1>o|r>re
scorn s>s|k>c|O1>o|r>r|n>n
scorp s>s|k>c|O1>o|r>r|p>p
scorpion s>s|k>c|O1>o|r>r|p>p|i0>i|V0>o|n>n
scotland s>s|k>c|A1>o|t>t|l>l|V0>a|n>n|d>d
scott s>s|k>c|A1>o|t>tt
scoundrel s>s|k>c|aU1>ou|n>n|d>d|r>r|E0>e|l>l
scout s>s|k>c|aU1>ou|t>t
scratch s>s|k>c|r>r|{1>a|tS>tch
scream s>s|k>c|r>r|i1>ea|m>m
screaming s>s|k>c|r>r|i1>ea|m>m|I0>i|N>ng
screen s>s|k>c|r>r|i1>ee|n>n
screw s>s|k>c|r>r|u1>ew
screwdriver s>s|k>c|r>r|u1>ew|d>d|r>r|AI2>i|v>v|r=0>er
scroll s>s|k>c|r>r|@U1>o|l>ll
sculpture s>s|k>c|V1>u|l>l|p>p|tS>t|r=0>ure
sea s>s|i1>ea
seabird s>s|i1>ea|b>b|r=2>ir|d>d
seafood s>s|i1>ea|f>f|u2>oo|d>d
seagull s>s|i1>ea|g>g|V2>u|l>ll
seal s>s|i1>ea|l>l
sealion s>s|i1>ea|l>l|AI0>i|V0>o|n>n
seam s>s|i1>ea|m>m
seaman s>s|i1>ea|m>m|V0>a|n>n
sean S>s|O1>ea|n>n
search s>s|r=1>ear|tS>ch
seashell s>s|i1>ea|S>sh|E2>e|l>ll
season s>s|i1>ea|z>s|V0>o|n>n
seat s>s|i1>ea|t>t
seattle s>s|i0>e|{1>a|t>tt|V0;l>le
seaweed s>s|i1>ea|w>w|i2>ee|d>d
secret s>s|i1>e|k>c|r>r|E0>e|t>t
secretary s>s|E1>e|k>c|r>r|E0>e|t>t|E2>a|r>r|i0>y
section s>s|E1>e|k>c|S>ti|V0>o|n>n
sector s>s|E1>e|k>c|t>t|r=0>or
security s>s|I0>e|k>c|j;U1>u|r>r|I0>i|t>t|i0>y
seed s>s|i1>ee|d>d
seesaw s>s|i1>ee|s>s|O2>aw
segment s>s|E2>e|g>g|m>m|E1>e|n>n|t>t
seizure s>s|i1>ei|Z>z|r=0>ure
selection s>s|E0>e|l>l|E1>e|k>c|S>ti|V0>o|n>n
self s>s|E1>e|l>l|f>f
seller s>s|E1>e|l>ll|r=0>er
semaphore s>s|E1>e|m>m|V0>a|f>ph|@U2>o|r>re
seminary s>s|E1>e|m>m|I0>i|n>n|E2>a|r>r|i0>y
senate s>s|E1>e|n>n|V0>a|t>te
senator s>s|E1>e|n>n|V0>a|t>t|r=0>or
sense s>s|E1>e|n>n|s>se
sensor s>s|E1>e|n>n|s>s|r=0>or
sentence s>s|E1>e|n>n|t>t|E0>e|n>n|s>ce
sentinel s>s|E1>e|n>n|t>t|I0>i|n>n|E0>e|l>l
sentry s>s|E1>e|n>n|t>t|r>r|i0>y
september s>s|E0>e|p>p|t>t|E1>e|m>m|b>b|r=0>er
sequence s>s|i1>e|k>q|w>u|E0>e|n>n|s>ce
sermon s>s|r=1>er|m>m|V0>o|n>n
serpent s>s|r=1>er|p>p|E0>e|n>n|t>t
serum s>s|I1>e|r>r|V0>u|m>m
servant s>s|r=1>er|v>v|V0>a|n>n|t>t
server s>s|r=1>er|v>v|r=0>er
service s>s|r=1>er|v>v|I0>i|s>ce
serviceman s>s|r=1>er|v>v|I0>i|s>ce|m>m|{2>a|n>n
session s>s|E1>e|S>ssi|V0>o|n>n
seth s>s|E1>e|T>th
setting s>s|E1>e|t>tt|I0>i|N>ng
settlement s>s|E1>e|t>tt|V0;l>le|m>m|E0>e|n>n|t>t
sewage s>s|u1>ew|V0>a|dZ>ge
sewer s>s|u1>ew|r=0>er
sewingmachine s>s|@U1>ew|I0>i|N>ng|m>m|V0>a|S>ch|i1>i|n>ne
shade S>sh|EI1>a|d>de
shades S>sh|EI1>a|d>de|z>s
shadow S>sh|{1>a|d>d|@U2>ow
shaft S>sh|{1>a|f>f|t>t
shah S>sh|A1>ah
shakespeare S>sh|EI1>a|k>ke|s>s|p>p|i2>ea|r>re
shame S>sh|EI1>a|m>me
shampoo S>sh|{0>a|m>m|p>p|u1>oo
shape S>sh|EI1>a|p>pe
share S>sh|E1>a|r>re
shark S>sh|A1>a|r>r|k>k
sharon S>sh|E1>a|r>r|V0>o|n>n
shaver S>sh|EI1>a|v>v|r=0>er
shaw S>sh|O1>aw
shed S>sh|E1>e|d>d
sheep S>sh|i1>ee|p>p
sheet S>sh|i1>ee|t>t
shelf S>sh|E1>e|l>l|f>f
shell S>sh|E1>e|l>ll
shellfish S>sh|E1>e|l>ll|f>f|I2>i|S>sh
shelter S>sh|E1>e|l>l|t>t|r=0>er
shepherd S>sh|E1>e|p>p|r=0>her|d>d
shepherddog S>sh|E1>e|p>p|r=0>her|d>d|d>d|O1>o|g>g
sheriff S>sh|E1>e|r>r|I0>i|f>ff
shield S>sh|i1>ie|l>l|d>d
shift S>sh|I1>i|f>f|t>t
ship S>sh|I1>i|p>p
